doc,mat,cuat,tstamp,asistencia,cumple_horarios,buen_trato,clase_organizada,claridad,fomenta_participacion,panorama_amplio,acepta_critica,responde_mails,comentarios
Moreno,6201,1Q2017,1533841799416,5,5,5,5,4,5,4,4,3,RW4gZ2VuZXJhbCBleHBsaWNhIGJpZW4geSB0aWVuZSBidWVuYSBwcmVkaXNwb3NpY2nDs24uIA0KSGFjaWEgbG8gw7psdGltbyBkZSBsYSBtYXRlcmlhIChvbmRhcyksIHNpIGJpZW4gbGEgY2xhc2Ugc2UgbWFudHV2byBvcmdhbml6YWRhLCBub3RlIGNpZXJ0byBkZXNnYXN0ZSBkZSBzdSBwYXJ0ZSwgY29waWFiYSBlbiBlbCBwaXphcnLDs24gc2luIGV4cGxpY2FyIG11Y2hvIHkgbXVjaGFzIHZlY2VzIG5vcyBkZWPDrWEgcXVlIG5vIHByZWd1bnTDoXJhbW9zIHNvYnJlIGNpZXJ0YXMgZsOzcm11bGFzIG8gZXhwbGljYWNpb25lcy4gSWd1YWxtZW50ZSwgZWwgZ3JhZG8gZGUgZGlmaWN1bHRhZCBxdWUgcG9yIGxvIG1lbm9zIGEgbcOtIG1lIHRvY8OzIGVuIGVsIGV4YW1lbiBmaW5hbCBzb2JyZSBlc2UgdGVtYSBmdWUgYWNvcmRlIGEgbG8gZXhwbGljYWRvIHkgbG9zIGVqZXJjaWNpb3MgZGFkb3MgZW4gY2xhc2UuIA==
Garcia Achilli,6201,1Q2017,1533841799418,5,4,4,2,3,5,4,5,3,
Daneri,6201,1Q2017,1533841799421,4,4,5,3,3,4,4,2,2,
Vilaseca,6201,1Q2017,1533841799425,4,4,5,5,5,5,5,5,5,
Acero,6103,2Q2017,1533841801514,5,4,1,5,4,2,3,3,4,
Garcia,6103,2Q2017,1533841801516,5,4,4,4,4,3,3,4,3,
Endelli,6103,2Q2017,1533841801517,5,4,5,2,3,3,3,4,3,
Caracciolo,6301,1Q2017,1533841836766,5,5,4,3,2,2,2,2,2,
Gobbi Miñones,6301,1Q2017,1533841836767,5,5,5,1,1,1,2,2,2,
Testa Fernandez,6301,1Q2017,1533841836768,5,5,5,5,5,5,5,3,2,
Lavalle,6301,1Q2017,1533841836768,5,5,5,4,4,4,5,5,5,
Calcagno,6301,1Q2017,1533841836769,4,4,4,4,3,3,4,3,2,
Piva,6203,2Q2017,1533841888850,4,3,5,4,5,4,5,5,2,
Carbonetto,6203,2Q2017,1533841888852,4,4,4,4,4,3,3,4,4,
Alvarez,6203,2Q2017,1533841888853,5,5,5,4,5,5,4,4,5,
Acero,6103,1Q2017,1533841898079,5,5,5,5,5,5,5,5,5,QTAgZXMgbG8gbcOhcyBncmFuZGUgcXVlIGhheSBlbiBlbCBtdW5kbw==
Lopez,6103,1Q2017,1533841898081,5,5,5,5,5,5,5,5,5,
Cristi,6103,1Q2017,1533841898083,5,5,5,3,3,5,3,5,3,
Ferreira Aicardi,8538,1Q2018,1533841904644,5,5,5,4,4,5,5,5,5,
Zelechowski,8538,1Q2018,1533841904645,3,3,2,3,4,4,5,1,1,
Ureña,6301,1Q2018,1533841941054,4,3,5,5,5,5,5,5,3,
Romero,6301,1Q2018,1533841941055,5,3,4,4,4,4,4,4,2,
Alvarez Hamelin,6602,2Q2017,1533841989406,5,5,5,4,3,4,4,4,2,
Veiras,6602,2Q2017,1533841989407,5,5,5,5,5,5,5,5,3,
Sirne,6103,1Q2017,1533842045318,5,5,5,5,5,2,4,4,2,
Lopez,6103,1Q2017,1533842045320,5,5,5,5,5,3,4,2,2,
Sirne,6103,1Q2017,1533842051685,5,5,4,5,4,3,4,5,4,
Sassano,6103,1Q2017,1533842051690,5,4,2,2,3,1,3,1,3,
De Rossi,6103,1Q2017,1533842051696,5,5,4,5,5,3,3,4,3,
Garcia Inza,6625,1Q2018,1533841918887,4,5,5,5,4,4,5,5,5,RXhjZWxlbnRlIHByb2Zlc29yLiBTYWJlIG11Y2jDrXNpbW8geSBlcyBtdXkgYXRlbnRvLiBWYSByw6FwaWRvIGFsIHByaW5jaXBpbyBkZSBsYSBtYXRlcmlhIHBlcm8gbm8gZXMgYWxnbyBxdWUgc2VhIHVuIHByb2JsZW1hIHNpIHVubyBsZWUgbGFzIGRpYXBvc2l0aXZhcyBkZSBhbnRlbWFuby4=
Carbonetto,6625,1Q2018,1533841918890,5,5,5,5,4,5,4,4,5,Q2FyYm9uZXR0byBlcyBtZWRpbyBsZW50byBleHBsaWNhbmRvLCBwZXJvIGVzIHNlbmNpbGxhbWVudGUgZ2VuaWFsLiBFcyB1biBkb2NlbnRlIGNvbiB0b2RhcyBsYXMgbGV0cmFzLCBxdWUgbm8gcHJlc2VudGEgcHVudG9zIGZsb2pvcyBlbiBuaW5nw7puIGFzcGVjdG8uIE5vIHNvbG8gaGFjZSBxdWUgdW5vIGVzdMOpIGFsIGTDrWEgcmVjb3JkYW5kbyBjw7NtbyB2aWVuZSBlbCBjYWxlbmRhcmlvIHkgc3VnaXJpZW5kbyBxdcOpIGVqZXJjaWNpb3MgaGFjZXIsIHNpbm8gcXVlIHRpZW5lIHVuYSBwcmVkaXNwb3NpY2nDs24gaW5tZW5zYSB5IGVzIGNhcGF6IGRlIHF1ZWRhcnNlIChhbCBtZW5vcykgdW5hIGhvcmEgZGVzcHXDqXMgZGUgZmluYWxpemFkYSBsYSBjbGFzZSBwYXJhIHJlc3BvbmRlciBkdWRhcy4=
Natale,6625,1Q2018,1533841918890,3,3,3,4,4,5,3,3,3,THVjaG8gZGVzdsOtYSBkZW1hc2lhZG8gbGEgY2xhc2UsIHRhbnRvIGN1YW5kbyBleHBsaWNhIMOpbCBjb21vIGN1YW5kbyBleHBsaWNhbiBsb3MgZGVtw6FzLiBFc3RvIGVzIHNvbGFtZW50ZSBzaSBoYXkgb3Ryb3MgZG9jZW50ZXMuIEV2aWRlbnRlbWVudGUgbm8gc2FiZSB0cmFiYWphciBlbiBlcXVpcG8gcG9ycXVlIG5vIHBhcmEgZGUgaW50ZXJydW1waXIgYSBsb3MgZGVtw6FzLiBTaW4gZW1iYXJnbywgY3VhbmRvIGVzdMOhIMOpbCBzb2xvIGV4cGxpY2EgbXV5IGJpZW4sIHRpZW5lIGJ1ZW5hIHByZWRpc3Bvc2ljacOzbiBwYXJhIGxhcyBkdWRhcyB5IGVzIHF1aWVuIGxlIGRhIGVsIHRvcXVlIGdyYWNpb3NvIGEgbGEgY2xhc2UuIEhhY2UgY29zYXMgYml6YXJyYXMgcXVlIHB1ZWRlbiBhbGVncmFybGUgZWwgZMOtYSBhIHVuby4gUG9yIGVqZW1wbG8sIHVuYSB2ZXogY2FyYm9uZXR0byBlc3RhYmEgZXhwbGljYW5kbyB1biBUUCBtdXkgc2VyaW8gcHJveWVjdGFuZG8gdW4gY8OzZGlnbyBkZSBsYSBjb21wdXRhZG9yYSBkZSBsdWNobywgeSBlc3RlIMO6bHRpbW8gZXN0YWJhIHZpZW5kbyBlbCBwYXJ0aWRvIGRlIEJvY2EuIEVzIG11eSBmYW7DoXRpY28gZGUgQm9jYSwgYSB0YWwgcHVudG8gcXVlIGEgdmVjZXMgc2UgdmEgYW50ZXMgcG9yIGVsIHBhcnRpZG8gbyBsbyBwb25lIGVuIGxhIGNsYXNlLg==
Mendez,7508,1Q2018,1533842083871,4,5,5,3,4,5,5,5,5,RXMgdW4gY3JhY2sgbWFyaWFubyB5IGhhY2VyIGxhIG1hdGVyaWEgY29uIGVsIHZhbGUgbGEgcGVuYSwgaWd1YWwgZXMgcmVsYXRpdmFtZW50ZSBudWV2YSB5IGVzdGEgZW4gcHJvY2VzbyBkZSBtZWpvcmFy
Cornejo,6201,1Q2017,1533842089815,5,5,4,5,5,5,5,5,3,
Sola,6201,1Q2017,1533842089816,5,5,5,1,1,5,3,5,3,
Morales Arias,6201,1Q2017,1533842089817,5,5,4,3,1,5,3,1,3,
Fuchs,6601,2Q2017,1533842118050,5,4,4,3,4,2,4,4,2,
Volpi,6601,2Q2017,1533842118052,3,4,5,4,3,4,4,4,1,
Llasat,6601,2Q2017,1533842118054,4,4,5,5,5,5,4,4,1,
Wachenchauzer,7540,1Q2017,1533842141885,5,5,5,5,4,5,5,5,5,
Essaya,7540,1Q2017,1533842141886,5,5,5,5,5,5,5,5,5,
Vargas,6108,2Q2017,1533842174719,5,5,5,5,5,5,5,5,5,
Palacios,6108,2Q2017,1533842174720,5,5,5,5,5,5,5,5,5,
Cabana,6108,2Q2017,1533842174721,5,5,5,5,5,5,5,5,5,
Ferrini,6201,1Q2017,1533842179760,5,5,4,4,3,4,4,5,4,
Piñera,6201,1Q2017,1533842179764,5,5,5,3,3,4,3,5,3,
Ubal Dahl,6201,1Q2017,1533842179767,5,5,5,3,5,5,4,4,3,ZXJhIGF5dWRhbnRl
Sande,7003,2Q2017,1533842191842,4,3,5,5,4,3,5,5,3,
Porcellana,7003,2Q2017,1533842191845,5,5,5,5,5,5,5,5,5,UG9yY2VsbGFuYSBwYWRyZSBlcyBleGlnZW50ZSBwZXJvIHVuIGNhcG8gdG90YWwuIEZ1ZSBkaWZpY2lsIGVsIHBhcmNpYWwgcGVybyBsYXMgY2xhc2VzIGJhc3RhbnRlIGxsZXZhZGVyYXM=
Madariaga,6103,2Q2014,1533842201266,5,5,5,5,4,3,4,5,1,
Zitto,6103,2Q2014,1533842201268,5,5,5,5,5,5,5,5,5,
Scarfiello,6103,2Q2014,1533842201270,3,2,4,2,2,4,3,5,5,
Santamartina,7003,1Q2018,1533842227415,2,3,4,3,4,1,2,4,3,
Sande,7003,1Q2018,1533842227419,4,3,3,4,3,2,4,4,4,
Raiden,7003,1Q2018,1533842227421,5,5,5,5,5,5,5,5,5,
Porcellana,7003,1Q2018,1533842227423,3,3,3,3,3,3,3,3,3,
Fernandez,7003,1Q2018,1533842231116,5,3,1,3,5,4,4,3,3,
Silveyra,6203,2Q2017,1533842258450,5,5,5,5,5,5,5,5,5,
Presa,6203,2Q2017,1533842258450,5,5,5,5,5,5,5,5,5,
Di Luozzo,6203,2Q2017,1533842258451,5,5,5,5,3,5,3,5,3,
Maioco,8302,1Q2018,1533842280168,5,5,4,5,4,5,5,3,4,
Piccone,8302,1Q2018,1533842280172,5,5,5,4,5,5,3,5,4,
Grande,6301,2Q2017,1533842295322,5,5,5,5,5,5,5,5,3,
Cid,6301,2Q2017,1533842295323,5,5,5,5,5,5,5,5,3,
Alvarez Hamelin,6602,1Q2018,1533842425444,1,5,5,5,3,5,3,3,3,
Veiras,6602,1Q2018,1533842425445,5,5,5,5,5,5,5,5,5,
Carducci,6602,1Q2018,1533842425446,5,5,5,5,5,5,5,5,5,
Fuchs,6601,1Q2018,1533842491627,5,1,5,5,5,5,4,5,3,
Musso Rodriguez,6601,1Q2018,1533842491627,1,1,1,1,1,5,5,1,5,
Peña,6601,1Q2018,1533842491629,5,5,5,5,5,5,5,5,5,
Abraham,6201,2Q2017,1533842507710,5,4,5,4,4,3,3,4,3,
Miralles,6201,2Q2017,1533842507712,4,4,3,1,2,3,3,3,2,
Barber,6201,2Q2017,1533842507712,5,4,5,3,4,4,4,4,4,
Puceiro,6201,2Q2017,1533842507714,4,4,5,2,2,2,2,4,3,
Rembado,6201,2Q2017,1533842507715,3,3,5,4,3,4,3,3,5,
Ferrini,6201,1Q2018,1533842528919,5,4,4,2,1,1,1,3,3,
Piñera,6201,1Q2018,1533842528921,4,4,4,2,1,1,1,2,1,
A Designar,6201,1Q2018,1533842528924,1,1,1,1,1,1,1,1,1,
Perez,6203,1Q2018,1533842560126,5,5,5,5,1,5,5,4,5,
Mesaros,6203,1Q2018,1533842560127,5,5,5,5,5,5,5,5,5,
Piñera,6203,1Q2018,1533842560129,5,5,5,5,5,5,5,5,5,
Acero,6110,1Q2018,1533842609529,5,5,5,5,5,5,5,5,5,
Calzon,6110,1Q2018,1533842609529,5,5,5,1,3,3,3,5,3,
Smilovich,6110,1Q2018,1533842609531,5,5,3,3,3,3,3,3,3,
Tarela,7512,1Q2018,1533842650986,5,5,5,5,5,5,5,5,5,
Poltarak,7512,1Q2018,1533842650986,5,5,5,5,5,5,5,5,5,
Ezcurra,7512,1Q2018,1533842650987,5,5,5,5,5,5,5,5,5,
Balzarotti,7512,1Q2018,1533842650988,5,5,5,5,5,5,5,5,5,
Unger,6103,1Q2018,1533842659193,5,5,5,5,5,4,4,4,4,
Rosito,6103,1Q2018,1533842659195,4,4,4,4,4,4,4,4,4,
Palacios,6103,1Q2018,1533842659197,5,5,5,5,5,5,4,4,4,
Cachile,8105,1Q2017,1533842666246,4,5,5,5,4,4,4,4,3,
Calzon,8105,1Q2017,1533842666256,3,4,4,4,3,2,3,4,2,
Maulhardt,8105,1Q2017,1533842666264,5,5,3,4,5,3,4,3,3,
Rizzo,8105,1Q2017,1533842666271,2,2,4,3,2,2,2,4,1,
Kuhn,7502,1Q2016,1533842671770,5,4,3,1,1,1,1,1,1,
Rofrano,6407,1Q2018,1533842740131,3,4,5,4,3,4,3,5,3,
Montanari,6407,1Q2018,1533842740136,2,1,4,1,2,3,4,3,3,
Martins,6314,1Q2018,1533842803344,5,5,5,5,5,5,5,5,1,TXV5IGJ1ZW5hIHByb2Zlc29yYSwgY29uIGJ1ZW5hIHByZWRpc3Bvc2ljacOzbiBwYXJhIGF0ZW5kZXIgY29uc3VsdGFzLiBFcyBleGlnZW50ZSBwZXJvIGVzdMOhIGEgbGEgYWx0dXJhIGRlbCBuaXZlbCBxdWUgZGljdGEgZW4gc3VzIGNsYXNlcy4gTGUgaW50ZXJlc2EgbXVjaG8gcXVlIGxvcyBlc3R1ZGlhbnRlcyBhcHJlbmRhbi4g
Pozzoli,6314,1Q2018,1533842803346,5,5,5,2,2,5,5,4,1,VmFsZXJpYSBxdWUgZXMgcHJvZmVzb3JhIGRlIHByw6FjdGljYSwgc2FiZSB1biBtb250w7NuIHBlcm8gbGUgc3VlbGUgY29zdGFyIHRyYW5zbWl0aXIgZXNlIGNvbm9jaW1pZW50byBwb3IgZXNvIHN1cyBjbGFzZXMgc3VlbGVuIG1hcmVhciB1biBwb2NvLiBDdWFuZG8gc2UgbGUgaGFjZW4gY29uc3VsdGFzIHBlcnNvbmFsbWVudGUgcmVzcG9uZGUgY29uIG11Y2hhIGFtYWJpbGlkYWQgeSBiaWVuLiBUYW1iacOpbiBsZSBndXN0YSBkZWphciB1bmEgY2xhc2UgZGUgY29uc3VsdGFzIGFudGVzIGRlIGxvcyBwYXJjaWFsZXMsIHNpIG5vIHNlIGxsZWdhIGNvbiBsb3MgdGllbXBvcyBwYXJhIGV4cGxpY2FyIGxvcyB0ZW1hcyBhZ3JlZ2EgY2xhc2VzIGV4dHJhIGVuIHVuIGhvcmFyaW8gY29vcmRpbmFkbyBjb24gbG9zIGFsdW1ub3MuICBFeHBsaWNhIG11eSBiaWVuIGVsIHRlbWEgZGUgZXNwZWN0cm9zY29ww61hLiA=
Aranda,6314,1Q2018,1533842803348,5,5,5,5,5,4,5,5,1,QXJpZWwgZW4gZXN0ZSBjdXJzbyBmdWUgYXl1ZGFudGUgZGUgTGFiIHBlcm8gdGFtYmnDqW4gdGllbmUgc3UgY3Vyc28gZGUgcHLDoWN0aWNhLiBQYXJhIGxhcyBwcsOhY3RpY2FzIHNpbiBkdWRhIGVzIGVsIG1lam9yLCBzYWJlIHJlc29sdmVyIHRvZG9zIGxvcyBlamVyY2ljaW9zIHkgbG9zIGV4cGxpY2EgbXV5IGJpZW4sIHNpIG5vIHNhYmUgYWxnbyBsbyBjb25zdWx0YSBjb24gbGEgcHJvZmUgZGUgdGXDs3JpY2FzIHNpbiBwcm9ibGVtYS4gQ29tbyBheXVkYW50ZSBlbiBsYWJvcmF0b3JpbyBubyBkYSBtdWNoYSByZXNwdWVzdGFzIHBlcm8gdGllbmUgYnVlbmEgcHJlZGlzcG9zaWNpw7NuLiBFbCBxdWUgZGEgcmVzcHVlc3RhcyB5IG5vIGZpZ3VyYSBhY8OhIGVzIGVsIEpUUCBxdWUgZnVlIEphdmllciBFaXJhcywgZXMgdW5vIGRlIGxvcyBtZWpvcmVzIGp0cCBxdWUgcHVlZGEgaGFiZXIsIHJlc3BvbmRlIHRvZG8sIHNhYmUgdW4gbW9udMOzbiB5IGV4cGxpY2EgbXV5IGJpZW4sIGVzIGNsYXJvLCBvcmRlbmFkbyB5IHN1cyBwYXJjaWFsaXRvcyBzb24gbml2ZWwgaW50ZXJtZWRpbywgZGEgbXVjaGFzIG9wb3J0dW5pZGFkZXMuIA==
Piva,6203,2Q2017,1533842815401,4,5,4,4,5,3,5,3,3,RXhjZWxlbnRlIHRlb3JpY2EsICBleHBsaWNhIG11eSBiaWVuLCBsZSBwb25lIG11Y2hvIGVudHVzaWFzbW8geSBoYWNlIGxhIGNsYXNlIG11eSBsbGV2YWRlcmEgeSBlbnRyZXRlbmlkYS4gTm8gbGxlZ28gYSBkYXIgZGVsIHRvZG8gYmllbiBUZXJtb2RpbmFtaWNhIChMYSBwYXJ0ZSBkZSBtYXF1aW5hcyB0ZXJtaWNhcyBtYXMgcXVlIG5hZGEpIHkgdHV2ZSBxdWUgZXN0dWRpYXJsbyBwb3IgbWkgY3VlbnRhIGEgbGEgaG9yYSBkZWwgZmluYWwsIG5hZGEgcXVlIGVsIGFwdW50ZSBkZSBjYXRlZHJhIG8gdW4gYnVlbiBsaWJybyBubyByZXN1ZWx2YS4NClN1cyBjbGFzZXMgc3VlbGVuIGR1cmFyIG1hcyBkZSAyIGhvcmFzLCBhIHZlY2VzIHNlIGV4dGllbmRlIGhhc3RhIDMwIG1pbnV0b3MgbWFzLiBObyBlcyBsYSBtdWVydGUgZGUgbmFkaWUgcGVybyBlcyB1biBkYXRvIGEgdGVuZXIgZW4gY3VlbnRh
Presa,6203,2Q2017,1533842815404,4,4,4,4,5,4,3,3,3,VGUgdGlyYSBsYSAicG9zdGEiIGEgbGEgaG9yYSBkZSBlbmNhcmFyIGxvcyBlamVyY2ljaW9zLCBtdXkgZGlzcHVlc3RhIGEgcmVzcG9uZGVyIGR1ZGFzIHRhbWJpZW4u
Fernandez,6203,2Q2017,1533842815406,4,4,4,3,4,4,4,3,3,RW4gbGluZWFzIGdlbmVyYWxlcywgZXhwbGljYSBiaWVuIHBlcm8gdXNhIG11eSBwb2NvIGVsIHBpemFycm9uLiBUaXJhIHRydWNvcyBwYXJhIGVuY2FyYXIgbG9zIGVqZXJjaWNpb3MgcGVybyBhIHZlY2VzIHZhIGRlbWFzaWFkbyByYXBpZG8geSBubyBkYSB0aWVtcG8gYSBxdWUgdW5vIGFub3RlIGVuIGVsIGN1YWRlcm5vIGxvIHF1ZSBlbGxhIGRpY2UgcG9ycXVlIHRlIG9sdmlkYXMsIGVsbGEgc2lndWUgZGUgbGFyZ28sIGlndWFsbWVudGUsIHNlIG5vdGEgcXVlIHF1aWVyZSBxdWUgYXByZW5kYXMuIE5vIGVzIG11eSBleGlnZW50ZSBjb24gbG9zIFRQUywgc2kgdGllbmVuIGFsZ3VuIGVycm9yICB0ZSBsb3MgdmEgYSBtYXJjYXIgcGVybyBpZ3VhbCB0ZSBsb3MgdmEgYSBhcHJvYmFy
Hernandez,6203,2Q2017,1533842815407,4,4,5,4,4,4,3,4,3,RGlvIHBvY2FzIGNsYXNlcywgZW4gZ2VuZXJhbCBpYmEgcGFyYSByZXNwb25kZXIgZHVkYXMgeSBsYSB2ZXJkYWQgZXMgcXVlIG1lIGhhIGF5dWRhZG8gbXVjaG8sIHNpIG1hbCBubyByZWN1ZXJkbyBlbCBlc3RhYmEgZXN0dWRpYW5kbyBwcm9mZXNvcmFkbyBlbiBGaXNpY2EgcG9yIGxvIHF1ZSBlcyBtdXV5IGRpZGFjdGljby4gIChZIGVzIHRyYW5xdWkgYSBsYSBob3JhIGRlIGNvcnJlZ2lyIFRQUyk=
Abraham,6201,1Q2018,1533842865641,5,4,3,3,3,2,3,3,1,
Miralles,6201,1Q2018,1533842865651,3,2,2,1,1,2,3,3,1,
Rembado,6201,1Q2018,1533842865661,3,2,2,1,1,2,2,3,1,
Barber,6201,1Q2018,1533842865671,3,2,2,2,2,2,2,2,2,
Puceiro,6201,1Q2018,1533842865680,3,1,3,2,3,2,2,3,1,
Redin,6203,2Q2017,1533842957275,5,5,5,2,4,5,5,3,3,U3UgY2xhc2UgZXMgZGVzY29udHJhY3R1cmFkYSB5IHVuIHBvY28gZGVzb3JnYW5pemFkYSwgYXVucXVlIG1lIGRpbyB1biBwYW5vcmFtYSBhbXBsaW8gc29icmUgbGEgbWF0ZXJpYSB5LCBzaSBiaWVuIG5vIHNlIGRldGVuw61hIG11Y2hvIHRpZW1wbyBlbiBkYXIgZGVtb3N0cmFjaW9uZXMsIHN1cyBleHBsaWNhY2lvbmVzIG1lIHBhcmVjaWVyb24gYWNlcnRhZGFzIHkgc2llbXByZSBwcmVmaXJpw7MgcXVlIGVudGVuZGnDqXJhbW9zIGxvcyB0ZW1hcyByYXpvbmFuZG8uIEhhY2UgYmFzdGFudGVzIGVqZXJjaWNpb3MgcHLDoWN0aWNvcywgYWxndW5vcyBzYWNhZG9zIGRlIGZpbmFsZXMgcXVlIHByZXBhcsOzIMOpbC4NCiBBZGVtw6FzLCBhbCBoYWJlciBjdXJzYWRvIGxhIHByw6FjdGljYSBjb24gUm9zY2FyZGksIGphbcOhcyBmYWx0YXJvbiBsYXMgZGVtb3N0cmFjaW9uZXMgbyBleHBsaWNhY2lvbmVzIGZvcm1hbGVzLiA=
Roscardi,6203,2Q2017,1533842957277,5,5,4,4,5,4,5,3,3,RXhjZWxlbnRlIHByb2Zlc29yLCBleHBsaWNhIG11eSBiaWVuLCBubyB0aWVuZSBwcm9ibGVtYSBlbiBxdWVkYXJzZSBkZXNwdWVzIGRlIGNsYXNlIGEgcmVzcG9uZGVyIGR1ZGFzLiBObyBzdWVsZSBoYWNlciBlamVyY2ljaW9zIGRlIGxhIGd1w61hLCBlbiBnZW5lcmFsIHN1ZWxlIGRhciBlamVyY2ljaW9zIGNvbmNlcHR1YWxlcyBxdWUgY29tcGxldGFuIGxhIHRlw7NyaWNhLiANClB1ZWRlIHNlciBiYXN0YW50ZSBkdXJvIHkgZXhpZ2VudGUgYWwgY29ycmVnaXIsIHBlcm8gdGFtYmnDqW4gZGEgY2hhbmNlcyBhbHRlcm5hdGl2YXMgeSBhbnRlb3Jpb3JlcyBhbCByZWN1cGVyYXRvcmlvIChjb21vIHJlY3VwZXJhdG9yaW9zIHJlZHVjaWRvcyBvIGVsIHJlaGFjZXIgZWplcmNpY2lvcyB1bmEgY2xhc2UgZGVzcHXDqXMgZGVsIHBhcmNpYWwgcGFyYSBxdWUgZXN0w6kgYXByb2JhZG8pIHBhcmEgcG9kZXIgYXByb2JhciBhIGxvcyBxdWUgZXN0w6luIGFow60gbm9tw6FzIChpZ3VhbG1lbnRlIHN1IHZhcmEgZXN0w6EgbXVjaG8gbcOhcyBhbHRhIHF1ZSBsYSBkZSBsYSBtYXlvcsOtYSBkZWwgcmVzdG8gZGUgbG9zIHByb2Zlc29yZXMpDQpTYWzDrSBkZSBzdXMgY2xhc2VzIGNvbiB1bmEgbXV5IGJ1ZW5hIGJhc2UgcGFyYSBlbCBmaW5hbC4=
Rosales Escalera,6203,2Q2017,1533842957278,5,5,5,3,2,5,3,5,3,Q29tcGFydGllbmRvIGxhIGNsYXNlIGNvbiBSb3NjYXJkaSBubyBkaW8gbXVjaG8gdGllbXBvIGRlIGNsYXNlcy4gRW4gZ2VuZXJhbCBoYWNlIGVqZXJjaWNpb3MgZGUgbGEgZ3XDrWEsIG5vIGV4cGxpY2EgbXV5IGNsYXJhbWVudGUsIHN1ZWxlIHRyYWJhcnNlIHkgbm8gY2VycmFyIGxhIGlkZWEuIFNpbiBlbWJhcmdvLCBjdWFuZG8gdW5vIHNlIGFjZXJjYSBhIGNvbnN1bHRhciBzb2JyZSBhbGfDum4gZWplcmNpY2lvLCByZXNwb25kZSBkZSBtdXkgYnVlbmEgbWFuZXJhIHkgbGEgbWF5b3LDrWEgZGUgbGFzIHZlY2VzIG1lIGRlc3BlasOzIGxhcyBkdWRhcy4gU2llbXByZSB0cmF0YSBkZSBxdWUgdW5vIHNpZ2EgZWwgcmF6b25hbWllbnRvIHF1ZSBoYWNlIHkgcHVlZGEgcmVzb2x2ZXIgZWwgZWplcmNpY2lvIHBvciBzdSBwcm9waWEgY3VlbnRhLg0KRXMgYmFzdGFudGUgc3VhdmUgY29uIGxhIGNvcnJlY2Npw7NuIGRlIHRyYWJham9zIHByw6FjdGljb3MgeSBheXVkYSBhbnRlIGFsZ3VuYSBkdWRhIGVuIGN1YW50byBhbCBpbmZvcm1lLg0KDQoNCg==
Ghersin,6618,1Q2018,1533844475436,5,3,4,3,4,3,5,5,4,RGEgbGFzIGNsYXNlcyBjb24gZGlhcG9zaXRpdmFzLCBsYXMgY3VhbGVzIG5vIHNvbiBtYWxhcywgcGVybyBzZSBlbnRlbmRlcsOtYSBtdWNobyBtZWpvciBzaSBlc2NyaWJpZXJhIG3DoXMgZW4gZWwgcGl6YXJyw7NuLiA=
Steg,6618,1Q2018,1533844475450,4,1,5,1,2,5,5,3,1,RWwgdGlwbyBzYWJlLCBwZXJvIGVzIE1VWSBkZXNvcmdhbml6YWRvLiBQb2NhIGNvbXVuaWNhY2nDs24gY29uIGVsIHByb2Zlc29yIGRlIGxhIHRlw7NyaWNhLiBIYSBwZXJkaWRvIHBhcmNpYWxlcyBwYXJhIGNvcnJlZ2lyLiBNw6FzIGFsbMOhIGRlIHRvZG8gZXN0byBzaWd1ZSBzaWVuZG8gYnVlbiBwcm9mZXNvciwgcGVybyBwb2Ryw61hIG1lam9yYXIgbXVjaG8u
Grynberg,6109,1Q2018,1533843019177,5,5,5,5,5,5,5,5,5,RGUgbG9zIG1lam9yZXMgcHJvZmVzb3JlcyBkZSBGaXViYQ==
Ferrari,6109,1Q2018,1533843019192,5,5,5,5,4,4,4,5,5,
Bouza,6109,1Q2018,1533843019201,5,5,5,5,4,5,4,5,5,
Redin,6203,1Q2017,1533843032716,5,4,5,4,4,4,4,5,2,
Roscardi,6203,1Q2017,1533843032723,5,4,3,4,3,3,3,2,3,
Rosales Escalera,6203,1Q2017,1533843032731,3,4,4,3,4,3,3,4,2,
Amura,8401,2Q2017,1533843179748,4,4,5,4,4,4,4,4,4,
Alonso,8401,2Q2017,1533843179750,4,4,4,4,4,3,4,3,4,
Marchetti,8401,2Q2017,1533843179751,4,4,5,4,4,5,4,4,5,
Merlo,8710,1Q2018,1533843193051,3,1,2,4,3,1,3,1,2,
Seminara,6103,1Q2018,1533843214717,5,5,5,5,5,5,5,5,5,
Palazón,6103,1Q2018,1533843214722,1,1,1,1,1,1,1,1,1,
Lucuy Suarez,6103,1Q2018,1533843214725,4,2,5,1,4,1,5,3,4,
Estrin,6103,1Q2018,1533843214727,3,5,5,5,5,5,2,5,3,
Lage,7501,1Q2018,1533843240789,4,4,2,3,3,3,3,2,1,
Costa,7501,1Q2018,1533843240791,4,4,4,4,4,4,4,5,5,
Lanzillotta,7501,1Q2018,1533843240792,5,5,5,5,5,5,5,5,4,
Boggi,6103,1Q2015,1533843274135,3,4,4,4,4,4,4,5,4,
Unger,6103,1Q2015,1533843274137,5,5,5,5,5,5,5,5,4,
Palacios,6103,1Q2015,1533843274143,3,3,3,2,2,3,3,3,3,
Sassano,6103,1Q2018,1533843333667,4,3,3,4,3,1,3,2,1,
Centeno,6103,1Q2018,1533843333672,5,5,5,4,3,3,1,4,3,
De Rossi,6103,1Q2018,1533843333675,4,5,4,5,5,3,4,4,3,
A Designar,7541,1Q2018,1533843337583,5,5,4,2,4,3,4,3,5,
Barrios,7541,1Q2018,1533843337586,4,5,5,5,5,4,5,4,5,
